fan_id,age,country,country_region,income_level,gdp_per_capita_usd,distance_to_host_city_km,nearest_host_city,nearest_host_country,favorite_team_qualified,previous_worldcup_attendance,football_engagement_score,social_media_engagement,ticket_search_count,flight_search_count,hotel_search_count,estimated_trip_cost,visa_required,days_until_match,match_importance,campaign_cost_usd,potential_net_revenue_usd,expected_value_usd,travel_probability_synthetic,will_travel
31561,74,China,Asia,Medium,12500,8312.4,Vancouver,Canada,0,0,89.6,100.0,3,3,3,2527.32,1,89,Round of 32,9.09,831.85,306.43,0.3793,1
31562,27,China,Asia,Medium,12500,8832.1,Vancouver,Canada,0,0,79.1,69.2,3,2,2,2537.58,1,62,Round of 16,6.85,985.13,111.86,0.1205,0
31563,71,India,Asia,Low,2400,12547.4,Vancouver,Canada,0,0,70.3,83.4,1,1,1,3340.3,1,321,Semi-final,6.73,1773.58,769.92,0.4379,1
31564,73,India,Asia,Low,2400,11488.8,Vancouver,Canada,0,0,51.6,68.2,3,0,2,2635.69,1,60,Group,12.86,679.01,0.52,0.0197,0
31565,55,India,Asia,Low,2400,11458.5,Vancouver,Canada,0,0,78.9,61.1,5,4,2,2441.28,1,34,Group,12.23,470.64,18.08,0.0644,0
31566,41,China,Asia,Medium,12500,9051.4,Vancouver,Canada,0,0,70.2,100.0,0,2,2,2432.43,1,183,Round of 32,12.51,681.53,183.5,0.2876,1
31567,65,China,Asia,Medium,12500,9642.0,Vancouver,Canada,0,0,65.9,62.5,1,2,0,2504.95,1,285,Round of 32,10.22,717.74,85.53,0.1334,0
31568,48,India,Asia,Low,2400,12548.8,Vancouver,Canada,0,0,63.6,63.0,3,1,2,2847.2,1,34,Group,5.77,911.1,129.44,0.1484,0
31569,79,Nigeria,Africa,Low,2100,7845.7,Boston,USA,0,0,37.8,46.9,0,1,2,2013.92,1,128,Round of 16,7.04,556.71,24.64,0.0569,0
31570,67,France,Europe,High,44500,5160.1,Boston,USA,1,0,79.5,82.0,3,1,3,711.98,0,170,Group,9.81,212.16,168.91,0.8424,1
31571,70,Spain,Europe,High,31000,6205.0,Boston,USA,1,0,78.2,74.3,2,1,0,1474.01,0,351,Round of 16,5.82,436.25,327.3,0.7636,1
31572,23,China,Asia,Medium,12500,8722.4,Vancouver,Canada,0,0,67.2,62.3,3,0,1,2020.39,1,97,Group,6.42,572.03,13.03,0.034,0
31573,46,China,Asia,Medium,12500,8913.8,Vancouver,Canada,1,1,72.0,74.5,3,1,1,2151.25,1,262,Round of 32,10.16,760.5,411.0,0.5538,0
31574,41,India,Asia,Low,2400,12252.1,Vancouver,Canada,0,0,54.2,52.7,2,1,3,3069.09,1,292,Round of 16,12.78,975.38,63.1,0.0778,0
31575,30,China,Asia,Medium,12500,8635.3,Vancouver,Canada,0,0,64.2,55.9,2,1,0,2300.43,1,268,Quarter-final,10.39,1108.78,137.74,0.1336,0
31576,68,Argentina,South America,Medium,11000,6307.6,Miami,USA,1,0,89.2,89.8,3,1,0,1234.68,1,323,Group,13.1,406.05,306.62,0.7874,0
31577,49,France,Europe,High,44500,5774.7,Boston,USA,1,1,83.4,57.2,4,2,6,1272.78,0,88,Quarter-final,6.22,515.83,479.49,0.9416,1
31578,32,China,Asia,Medium,12500,8844.0,Vancouver,Canada,0,0,74.7,67.5,3,0,2,2141.26,1,43,Round of 32,9.08,918.17,214.31,0.2433,1
31579,61,China,Asia,Medium,12500,8761.3,Vancouver,Canada,0,0,55.0,34.5,0,1,0,2376.01,1,316,Round of 32,6.9,778.63,179.74,0.2397,0
31580,61,India,Asia,Low,2400,11653.4,Vancouver,Canada,0,0,63.6,77.7,3,3,2,2575.41,1,190,Round of 32,8.9,816.53,6.04,0.0183,0
31581,26,Nigeria,Africa,Low,2100,9027.8,Boston,USA,0,0,95.6,96.8,3,4,3,2663.13,1,141,Semi-final,9.64,906.04,502.09,0.5648,0
31582,40,United States,North America,High,76330,302.2,Kansas City,USA,1,0,100.0,90.2,4,2,1,150.0,0,230,Group,10.21,51.87,40.68,0.9811,1
31583,52,United States,North America,High,76330,336.5,Kansas City,USA,1,0,100.0,65.7,3,3,3,150.0,0,27,Round of 32,10.19,56.23,40.77,0.9063,1
31584,67,India,Asia,Low,2400,12059.2,Vancouver,Canada,0,0,59.4,69.6,2,0,1,2966.96,1,36,Group,11.95,503.37,9.75,0.0431,0
31585,76,India,Asia,Low,2400,11374.4,Vancouver,Canada,0,0,60.6,14.5,2,3,2,3969.39,1,155,Semi-final,5.59,1557.53,259.19,0.17,0
31586,49,United States,North America,High,76330,363.4,Kansas City,USA,1,0,59.9,29.2,2,2,1,150.0,0,136,Group,7.09,55.93,43.35,0.9018,1
31587,39,United States,North America,High,76330,374.9,Kansas City,USA,1,0,89.9,100.0,3,4,3,150.0,0,159,Round of 32,12.95,41.82,28.14,0.9825,1
31588,43,England,Europe,High,46500,4890.8,Boston,USA,1,0,99.3,80.3,3,2,1,1443.15,0,377,Quarter-final,9.37,454.17,414.51,0.9333,1
31589,25,China,Asia,Medium,12500,9736.2,Vancouver,Canada,1,1,88.4,89.4,4,5,1,2187.12,1,246,Group,12.3,458.32,257.93,0.5896,0
31590,36,China,Asia,Medium,12500,9090.0,Vancouver,Canada,0,0,70.1,41.1,1,1,0,2389.25,1,106,Group,6.14,506.89,223.99,0.454,1
31591,63,Mexico,North America,Medium,10700,304.7,Monterrey,Mexico,1,1,89.5,96.3,1,4,4,150.0,0,171,Round of 32,7.04,32.68,23.86,0.9456,1
31592,45,Nigeria,Africa,Low,2100,8375.5,Boston,USA,0,0,72.2,59.0,2,5,0,2070.1,1,32,Group,10.93,705.55,16.52,0.0389,0
31593,30,China,Asia,Medium,12500,9062.3,Vancouver,Canada,0,0,49.5,82.9,0,2,2,2536.13,1,388,Semi-final,13.24,1547.56,494.05,0.3278,0
31594,65,Colombia,South America,Medium,6100,2416.5,Miami,USA,1,0,100.0,100.0,3,2,1,655.55,1,213,Quarter-final,7.71,269.82,209.47,0.8049,1
31595,74,China,Asia,Medium,12500,10087.8,Vancouver,Canada,0,1,63.5,36.3,2,2,2,1821.51,1,191,Group,8.88,572.78,185.98,0.3402,0
31596,35,Germany,Europe,High,51500,5433.0,Boston,USA,1,0,90.4,100.0,3,3,3,1466.42,0,342,Group,9.74,327.64,171.35,0.5527,1
31597,72,Saudi Arabia,Asia,High,23000,9580.6,Boston,USA,1,0,70.3,94.5,2,4,3,2788.21,1,238,Quarter-final,13.43,1161.34,421.26,0.3743,0
31598,46,Germany,Europe,High,51500,6003.3,Boston,USA,1,1,85.8,87.4,4,3,1,1860.06,0,233,Semi-final,8.35,761.81,717.2,0.9524,1
31599,65,Ghana,Africa,Low,2500,8290.8,Boston,USA,1,0,62.6,38.0,0,1,1,2449.79,1,123,Round of 16,6.88,838.77,39.92,0.0558,0
31600,61,Australia,Oceania,High,62000,11147.7,San Francisco,USA,0,0,97.8,100.0,3,1,4,3239.53,0,266,Quarter-final,6.53,1063.88,756.59,0.7173,0
31601,59,India,Asia,Low,2400,10491.7,Vancouver,Canada,1,0,51.6,25.3,1,2,1,2312.7,1,178,Group,9.47,733.7,39.03,0.0661,1
31602,41,England,Europe,High,46500,4977.9,Boston,USA,1,1,90.0,92.4,2,4,1,1248.66,0,343,Round of 16,6.93,454.69,411.66,0.9206,1
31603,79,China,Asia,Medium,12500,9442.4,Vancouver,Canada,1,0,75.2,77.5,2,0,3,2170.39,1,26,Group,11.77,783.95,225.53,0.3027,0
31604,39,Egypt,Africa,Low,4000,9148.1,Boston,USA,1,0,71.8,30.6,1,5,4,2588.7,1,339,Quarter-final,6.7,1488.25,426.53,0.2911,0
31605,73,China,Asia,Medium,12500,10715.0,Vancouver,Canada,1,1,49.2,55.7,3,0,1,2032.34,1,17,Group,5.64,540.8,71.26,0.1422,0
31606,71,China,Asia,Medium,12500,9279.1,Vancouver,Canada,1,0,100.0,98.2,5,2,0,2179.25,1,103,Group,11.32,577.55,286.46,0.5156,1
31607,59,Brazil,South America,Medium,8900,5401.4,Miami,USA,1,1,100.0,100.0,5,3,3,1492.27,1,354,Round of 16,12.03,546.08,474.25,0.8905,1
31608,37,India,Asia,Low,2400,11975.4,Vancouver,Canada,0,0,19.0,0.0,0,0,1,2833.1,1,72,Round of 16,8.7,1003.04,-4.99,0.0037,0
31609,68,China,Asia,Medium,12500,9843.0,Vancouver,Canada,0,0,75.9,37.1,3,5,4,1707.67,1,330,Round of 16,7.04,751.73,255.84,0.3497,0
31610,26,India,Asia,Low,2400,11785.6,Vancouver,Canada,0,0,48.9,25.3,0,1,1,2388.44,1,343,Group,6.21,690.96,9.47,0.0227,0
31611,44,India,Asia,Low,2400,11415.0,Vancouver,Canada,0,0,45.1,56.0,3,0,0,3262.04,1,227,Group,9.53,884.23,21.42,0.035,0
31612,26,India,Asia,Low,2400,11198.4,Vancouver,Canada,0,0,50.6,81.5,1,3,2,3016.2,1,163,Quarter-final,11.33,1128.06,53.76,0.0577,0
31613,33,India,Asia,Low,2400,12177.0,Vancouver,Canada,0,0,60.8,83.9,2,3,1,2952.78,1,308,Group,12.95,1068.24,1.68,0.0137,0
31614,35,China,Asia,Medium,12500,8426.3,Vancouver,Canada,0,0,63.3,81.2,4,2,1,2039.56,1,200,Semi-final,8.42,1008.52,187.74,0.1945,1
31615,20,India,Asia,Low,2400,12176.7,Vancouver,Canada,0,0,19.5,0.0,1,0,0,2676.94,1,254,Round of 16,8.16,1144.66,8.32,0.0144,0
31616,31,China,Asia,Medium,12500,8184.7,Vancouver,Canada,1,1,73.8,69.7,2,0,2,2374.44,1,207,Round of 16,6.2,733.92,151.74,0.2152,0
31617,33,China,Asia,Medium,12500,8284.5,Vancouver,Canada,0,0,60.8,52.7,6,0,1,2271.92,1,111,Semi-final,7.34,1181.63,820.27,0.7004,0
31618,73,India,Asia,Low,2400,13502.3,Vancouver,Canada,0,0,50.0,30.6,0,1,1,3353.22,1,335,Round of 32,7.31,1534.48,51.46,0.0383,0
31619,33,India,Asia,Low,2400,12455.4,Vancouver,Canada,0,0,59.5,75.2,1,0,0,3049.02,1,297,Group,9.25,1044.19,60.61,0.0669,0
31620,20,India,Asia,Low,2400,13168.3,Vancouver,Canada,0,1,36.4,0.0,2,1,1,3119.48,1,204,Group,7.94,628.1,8.96,0.0269,0
31621,56,India,Asia,Low,2400,11722.7,Vancouver,Canada,0,0,54.7,42.6,4,1,3,2359.1,1,128,Round of 16,13.49,796.07,5.7,0.0241,0
31622,53,China,Asia,Medium,12500,10215.7,Vancouver,Canada,0,0,42.4,5.1,2,0,2,2298.49,1,111,Group,10.39,563.24,25.71,0.0641,0
31623,62,United States,North America,High,76330,378.2,Kansas City,USA,1,0,94.1,100.0,2,1,2,150.0,0,258,Semi-final,6.93,65.7,57.57,0.9818,1
31624,59,Mexico,North America,Medium,10700,330.8,Monterrey,Mexico,1,1,80.9,100.0,5,0,2,150.0,0,306,Group,6.33,48.22,40.76,0.9765,1
31625,58,Mexico,North America,Medium,10700,280.0,Monterrey,Mexico,1,0,86.9,100.0,3,7,4,150.0,0,86,Final,12.56,70.54,52.66,0.9246,1
31626,59,India,Asia,Low,2400,12278.3,Vancouver,Canada,0,0,42.4,44.8,2,3,0,2590.35,1,220,Group,12.4,703.65,52.55,0.0923,0
31627,51,China,Asia,Medium,12500,9404.4,Vancouver,Canada,1,0,94.4,75.9,5,3,0,1810.72,1,129,Group,10.1,416.56,184.73,0.4677,0
31628,74,Morocco,Africa,Low,3800,5547.7,Boston,USA,1,0,82.4,96.6,2,3,0,1513.24,1,270,Group,8.91,593.84,79.28,0.1485,0
31629,41,India,Asia,Low,2400,11849.5,Vancouver,Canada,0,0,59.2,37.2,3,1,0,2848.35,1,137,Round of 32,9.23,625.93,39.59,0.078,0
31630,36,Nigeria,Africa,Low,2100,8075.5,Boston,USA,1,0,87.4,100.0,1,0,1,2503.82,1,289,Round of 16,11.19,1018.58,532.12,0.5334,0
31631,61,China,Asia,Medium,12500,9377.6,Vancouver,Canada,0,1,93.0,73.7,4,4,1,1989.43,1,239,Round of 32,9.18,727.65,267.98,0.3809,0
31632,32,Brazil,South America,Medium,8900,5265.7,Miami,USA,1,0,91.8,90.3,2,1,0,1623.09,1,39,Final,5.74,702.35,500.79,0.7212,1
31633,64,China,Asia,Medium,12500,10605.2,Vancouver,Canada,0,0,74.2,94.8,2,2,2,2972.4,1,32,Semi-final,10.07,1579.27,428.49,0.2777,0
31634,21,India,Asia,Low,2400,11242.8,Vancouver,Canada,0,0,43.3,49.4,4,1,1,2831.52,1,256,Group,9.9,883.2,17.13,0.0306,0
31635,22,China,Asia,Medium,12500,8167.9,Vancouver,Canada,1,0,80.7,76.8,3,5,3,2346.25,1,142,Round of 16,11.52,802.67,484.85,0.6184,1
31636,63,Argentina,South America,Medium,11000,6536.2,Miami,USA,1,1,66.1,78.9,1,2,2,1259.22,1,41,Quarter-final,8.84,444.02,276.0,0.6415,1
31637,36,India,Asia,Low,2400,13026.2,Vancouver,Canada,0,0,52.7,37.9,4,1,1,3317.96,1,348,Semi-final,9.33,1577.35,243.99,0.1606,0
31638,76,Nigeria,Africa,Low,2100,8076.0,Boston,USA,0,0,66.6,36.0,4,2,2,1656.73,1,32,Round of 32,12.27,546.94,26.67,0.0712,0
31639,54,Brazil,South America,Medium,8900,4934.8,Miami,USA,1,0,100.0,98.8,4,3,3,1710.84,1,337,Round of 16,8.07,633.87,413.77,0.6655,0
31640,76,China,Asia,Medium,12500,8208.1,Vancouver,Canada,0,0,74.4,58.5,1,2,6,2311.12,1,150,Group,10.15,650.98,212.29,0.3417,0
31641,71,Nigeria,Africa,Low,2100,8901.3,Boston,USA,0,0,100.0,100.0,2,4,2,2693.41,1,167,Quarter-final,10.18,1495.76,520.96,0.3551,0
31642,61,India,Asia,Low,2400,11680.1,Vancouver,Canada,0,0,33.7,1.1,4,2,1,3000.05,1,247,Round of 16,9.13,1022.84,17.57,0.0261,0
31643,19,China,Asia,Medium,12500,10494.8,Vancouver,Canada,1,0,57.4,49.3,3,0,2,2505.01,1,110,Round of 32,6.35,878.55,62.0,0.0778,0
31644,50,Nigeria,Africa,Low,2100,6632.5,Boston,USA,1,1,68.8,44.4,1,2,0,1891.46,1,361,Quarter-final,5.99,444.93,283.93,0.6516,1
31645,23,Nigeria,Africa,Low,2100,7956.3,Boston,USA,1,0,78.5,67.4,1,4,2,2053.6,1,342,Group,6.96,403.39,37.74,0.1108,0
31646,22,India,Asia,Low,2400,12839.8,Vancouver,Canada,0,0,48.4,62.3,3,3,1,3677.65,1,308,Group,9.77,1138.87,32.48,0.0371,0
31647,23,Peru,South America,Medium,6600,3368.6,Miami,USA,1,0,93.7,100.0,5,2,4,957.78,1,34,Group,5.93,140.45,114.27,0.8558,1
31648,60,United States,North America,High,76330,373.9,Kansas City,USA,1,0,87.2,78.5,1,3,0,150.0,0,227,Round of 16,8.45,61.15,44.21,0.8612,1
31649,47,Ghana,Africa,Low,2500,6853.8,Boston,USA,0,0,94.0,84.2,3,2,2,1661.66,1,30,Round of 32,8.58,314.82,143.95,0.4845,1
31650,51,India,Asia,Low,2400,12653.8,Vancouver,Canada,0,0,54.5,34.4,2,4,2,3212.33,1,187,Group,9.44,1242.89,80.55,0.0724,0
31651,18,India,Asia,Low,2400,11820.8,Vancouver,Canada,0,0,41.1,64.9,2,1,0,2795.46,1,219,Round of 32,8.35,974.78,49.94,0.0598,0
31652,72,Argentina,South America,Medium,11000,7584.2,Miami,USA,1,0,90.2,67.7,7,6,3,1450.8,1,14,Group,11.64,457.04,151.8,0.3576,0
31653,71,China,Asia,Medium,12500,8875.8,Vancouver,Canada,1,0,58.4,76.7,2,2,1,2169.03,1,180,Group,6.26,686.42,99.52,0.1541,0
31654,76,India,Asia,Low,2400,12206.3,Vancouver,Canada,0,0,44.7,7.8,1,0,2,2934.3,1,183,Group,7.22,650.98,-0.19,0.0108,0
31655,61,China,Asia,Medium,12500,9436.3,Vancouver,Canada,0,1,43.7,48.6,2,2,0,2973.06,1,120,Round of 16,9.23,1000.99,200.28,0.2093,0
31656,71,China,Asia,Medium,12500,9932.9,Vancouver,Canada,0,0,86.3,100.0,3,1,0,2113.99,1,73,Group,6.05,685.44,162.98,0.2466,0
31657,71,China,Asia,Medium,12500,9079.9,Vancouver,Canada,1,0,48.8,83.6,2,2,4,2190.55,1,230,Round of 16,11.32,530.64,55.7,0.1263,0
31658,18,Mexico,North America,Medium,10700,344.2,Monterrey,Mexico,1,0,91.5,100.0,4,4,2,150.0,0,35,Group,7.84,25.19,14.26,0.8773,1
31659,35,India,Asia,Low,2400,9665.2,Vancouver,Canada,0,0,59.9,70.3,2,0,3,2615.13,1,229,Group,10.2,720.0,99.46,0.1523,0
31660,24,India,Asia,Low,2400,11739.5,Vancouver,Canada,0,0,30.1,57.0,2,0,0,2699.8,1,280,Round of 16,8.68,763.27,11.7,0.0267,0
31661,34,China,Asia,Medium,12500,10579.0,Vancouver,Canada,1,1,76.5,100.0,2,3,0,3030.13,1,24,Round of 32,5.98,1407.69,251.35,0.1828,0
31662,21,China,Asia,Medium,12500,9063.1,Vancouver,Canada,0,0,66.6,81.4,3,3,2,2658.09,1,188,Round of 16,13.27,941.3,234.1,0.2628,0
31663,22,China,Asia,Medium,12500,10348.3,Vancouver,Canada,1,0,57.5,65.5,1,1,2,2341.2,1,52,Round of 32,13.28,792.49,88.79,0.1288,1
31664,18,Ghana,Africa,Low,2500,7613.7,Boston,USA,0,0,93.3,100.0,4,2,1,1724.92,1,41,Group,13.14,838.11,163.53,0.2108,0
31665,50,India,Asia,Low,2400,13130.5,Vancouver,Canada,0,0,60.0,70.4,4,3,1,3195.69,1,155,Group,11.27,1016.47,17.29,0.0281,0
31666,60,India,Asia,Low,2400,14165.1,Vancouver,Canada,0,0,26.3,25.4,1,1,0,3906.09,1,55,Semi-final,9.79,1702.03,242.11,0.148,0
31667,35,India,Asia,Low,2400,12804.2,Vancouver,Canada,0,0,56.3,57.8,2,0,0,3244.78,1,133,Group,8.86,941.64,28.9,0.0401,0
31668,65,China,Asia,Medium,12500,9717.9,Vancouver,Canada,1,0,58.2,61.1,1,0,1,2387.97,1,141,Group,9.21,753.36,131.82,0.1872,0
31669,46,India,Asia,Low,2400,13206.2,Vancouver,Canada,0,0,32.1,57.6,1,0,1,2769.13,1,290,Group,10.75,755.27,13.12,0.0316,0
31670,26,China,Asia,Medium,12500,8721.3,Vancouver,Canada,0,0,63.4,100.0,0,2,2,1395.0,1,163,Round of 32,7.15,489.36,69.53,0.1567,0
31671,23,China,Asia,Medium,12500,9852.0,Vancouver,Canada,0,0,78.8,47.8,3,0,4,2492.6,1,394,Final,7.25,1130.47,343.42,0.3102,0
31672,20,Saudi Arabia,Asia,High,23000,10833.6,Boston,USA,0,0,85.9,93.5,3,1,1,3558.48,1,212,Final,10.1,1863.83,1238.11,0.6697,1
31673,45,China,Asia,Medium,12500,9083.1,Vancouver,Canada,0,1,86.1,84.5,3,3,3,1886.56,1,356,Group,5.92,726.17,406.33,0.5677,1
31674,50,Colombia,South America,Medium,6100,2484.0,Miami,USA,1,0,89.2,72.1,2,6,3,530.68,1,321,Round of 16,10.0,222.23,149.67,0.7185,0
31675,28,Peru,South America,Medium,6600,3588.0,Miami,USA,1,1,70.3,60.8,3,2,1,954.35,1,175,Quarter-final,12.81,498.45,455.38,0.9393,1
31676,31,India,Asia,Low,2400,12680.0,Vancouver,Canada,0,0,64.1,61.6,2,2,1,3273.94,1,10,Group,11.54,1042.23,116.45,0.1228,0
31677,67,India,Asia,Low,2400,11340.0,Vancouver,Canada,0,0,53.3,27.6,3,2,1,2885.69,1,46,Semi-final,12.67,1687.57,176.68,0.1122,0
31678,44,Italy,Europe,High,36500,7230.5,Boston,USA,1,0,66.1,73.6,0,3,0,2362.36,0,98,Quarter-final,10.03,926.9,572.8,0.6288,0
31679,62,Peru,South America,Medium,6600,4338.0,Miami,USA,1,0,97.5,100.0,2,2,1,1053.56,1,88,Round of 32,8.46,321.4,256.57,0.8246,1
31680,71,Brazil,South America,Medium,8900,5008.3,Miami,USA,1,0,74.4,100.0,2,1,3,1538.9,1,165,Round of 32,10.9,308.99,209.94,0.7147,0
31681,63,India,Asia,Low,2400,11402.2,Vancouver,Canada,0,0,66.2,68.9,4,3,4,2421.39,1,66,Group,12.45,502.66,4.24,0.0332,0
31682,60,China,Asia,Medium,12500,9401.2,Vancouver,Canada,0,0,59.9,34.7,2,6,0,2417.22,1,257,Round of 32,8.27,632.7,44.62,0.0836,0
31683,44,India,Asia,Low,2400,12340.1,Vancouver,Canada,1,0,58.3,100.0,6,2,2,3438.5,1,125,Round of 16,9.91,1315.49,93.49,0.0786,0
31684,79,Brazil,South America,Medium,8900,5535.4,Miami,USA,1,0,80.0,73.2,1,2,3,1303.8,1,241,Round of 32,10.09,421.66,291.57,0.7154,1
31685,78,United States,North America,High,76330,368.5,Kansas City,USA,1,0,77.6,81.6,2,2,3,150.0,0,132,Round of 16,6.2,56.94,48.18,0.955,1
31686,68,Brazil,South America,Medium,8900,5512.9,Miami,USA,1,0,98.6,63.6,3,3,1,1545.51,1,102,Round of 16,11.63,570.79,500.54,0.8973,0
31687,47,China,Asia,Medium,12500,10065.9,Vancouver,Canada,0,0,66.8,22.0,3,2,2,2349.18,1,175,Round of 32,9.82,416.44,51.69,0.1477,0
31688,54,China,Asia,Medium,12500,10536.8,Vancouver,Canada,1,0,63.4,36.6,3,3,1,2075.12,1,143,Round of 16,10.6,679.75,94.97,0.1553,1
31689,57,Mexico,North America,Medium,10700,346.5,Monterrey,Mexico,1,0,100.0,100.0,1,5,3,150.0,0,160,Group,5.2,38.49,27.83,0.8581,1
31690,56,United States,North America,High,76330,348.6,Kansas City,USA,1,0,100.0,96.8,4,0,4,150.0,0,263,Quarter-final,10.76,59.6,47.53,0.978,0
31691,55,Argentina,South America,Medium,11000,7405.8,Miami,USA,1,0,73.2,99.8,1,1,2,2065.76,1,176,Group,7.13,658.15,194.59,0.3065,1
31692,29,Brazil,South America,Medium,8900,5007.9,Miami,USA,1,0,85.4,81.0,2,1,3,1030.49,1,52,Group,6.95,358.33,231.63,0.6658,1
31693,38,China,Asia,Medium,12500,9766.8,Vancouver,Canada,0,1,70.3,48.5,5,2,4,2064.53,1,15,Group,6.84,525.86,297.48,0.5787,1
31694,74,India,Asia,Low,2400,10763.3,Vancouver,Canada,1,0,38.1,50.4,0,1,1,3007.87,1,121,Round of 16,11.9,1131.84,140.33,0.1345,0
31695,45,England,Europe,High,46500,5750.3,Boston,USA,1,0,63.9,61.7,3,1,1,1410.79,0,83,Group,11.85,399.22,111.99,0.3102,0
31696,35,United States,North America,High,76330,377.0,Kansas City,USA,1,1,66.2,61.7,1,2,1,150.0,0,204,Round of 32,11.8,45.08,28.15,0.8862,1
31697,55,India,Asia,Low,2400,12133.0,Vancouver,Canada,0,0,70.8,81.7,3,4,2,2891.42,1,247,Group,9.47,623.97,45.63,0.0883,0
31698,22,China,Asia,Medium,12500,10076.4,Vancouver,Canada,0,0,80.5,72.8,3,3,2,2082.62,1,161,Round of 16,7.66,558.63,96.13,0.1858,0
31699,58,Japan,Asia,High,40000,8217.3,Vancouver,Canada,1,0,80.6,81.4,4,3,2,1465.56,0,59,Group,10.32,404.69,211.77,0.5488,0
31700,23,India,Asia,Low,2400,11728.4,Vancouver,Canada,1,0,20.0,0.0,3,3,1,2368.67,1,181,Group,12.62,917.92,-9.41,0.0035,0
31701,35,China,Asia,Medium,12500,9388.4,Vancouver,Canada,0,0,92.5,86.9,1,2,2,1553.95,1,76,Group,12.37,498.65,60.83,0.1468,0
31702,79,China,Asia,Medium,12500,11122.4,Vancouver,Canada,0,0,44.5,30.6,1,1,1,2967.33,1,222,Round of 32,10.33,835.21,19.4,0.0356,0
31703,78,Turkey,Europe,Medium,9800,8537.5,Boston,USA,1,0,78.4,100.0,4,4,2,2822.16,1,82,Group,10.68,605.94,362.46,0.6158,1
31704,62,France,Europe,High,44500,5953.3,Boston,USA,1,1,99.6,100.0,3,2,5,1763.19,0,107,Round of 32,5.03,588.98,514.39,0.8819,1
31705,42,China,Asia,Medium,12500,10443.5,Vancouver,Canada,0,0,63.3,84.1,1,3,1,2142.18,1,289,Group,7.23,533.27,48.12,0.1038,0
31706,50,India,Asia,Low,2400,11702.6,Vancouver,Canada,1,0,55.4,75.9,1,0,1,2681.63,1,305,Round of 32,13.16,1045.27,34.19,0.0453,0
31707,51,China,Asia,Medium,12500,10155.0,Vancouver,Canada,0,0,63.3,80.3,3,4,2,2291.26,1,221,Group,9.43,970.96,64.36,0.076,0
31708,33,India,Asia,Low,2400,12272.4,Vancouver,Canada,0,1,30.1,33.2,1,3,1,2812.07,1,357,Group,12.15,713.91,79.87,0.1289,1
31709,39,Canada,North America,High,52500,1373.1,Vancouver,Canada,1,0,72.1,77.0,4,4,5,321.38,0,70,Group,5.45,88.74,41.77,0.5321,1
31710,79,China,Asia,Medium,12500,8665.7,Vancouver,Canada,0,0,78.6,100.0,2,3,4,1912.16,1,83,Final,7.79,753.13,227.79,0.3128,1
31711,40,India,Asia,Low,2400,11699.1,Vancouver,Canada,0,0,43.4,31.6,2,1,0,4255.55,1,72,Final,10.0,1729.11,127.46,0.0795,1
31712,50,India,Asia,Low,2400,11684.6,Vancouver,Canada,0,1,58.0,61.4,2,1,0,3012.91,1,37,Group,6.46,1081.78,165.43,0.1589,0
31713,55,China,Asia,Medium,12500,9079.6,Vancouver,Canada,1,0,69.4,6.4,0,2,2,2850.01,1,304,Round of 16,9.29,1172.78,511.19,0.4438,0
31714,60,Japan,Asia,High,40000,7391.5,Vancouver,Canada,0,0,76.5,100.0,1,5,2,1682.81,0,318,Group,11.89,483.65,142.1,0.3184,1
31715,60,China,Asia,Medium,12500,9493.6,Vancouver,Canada,1,0,84.0,76.5,3,3,0,2234.43,1,315,Round of 32,6.47,871.45,411.74,0.4799,0
31716,62,India,Asia,Low,2400,13345.2,Vancouver,Canada,0,1,71.8,100.0,3,2,4,2885.02,1,109,Round of 16,6.13,906.27,270.01,0.3047,0
31717,40,China,Asia,Medium,12500,10512.5,Vancouver,Canada,0,0,82.3,52.4,1,1,1,2721.44,1,168,Group,13.36,873.95,165.19,0.2043,0
31718,38,United States,North America,High,76330,344.8,Kansas City,USA,1,0,85.0,95.1,5,3,1,150.0,0,17,Round of 32,9.92,33.74,20.83,0.9115,1
31719,58,Canada,North America,High,52500,1320.0,Vancouver,Canada,1,0,70.0,95.5,3,1,1,336.95,0,303,Round of 32,5.13,80.5,69.23,0.9237,1
31720,53,China,Asia,Medium,12500,9487.1,Vancouver,Canada,0,0,56.9,53.6,1,1,2,2238.44,1,81,Round of 32,10.92,572.33,37.04,0.0838,0
31721,71,China,Asia,Medium,12500,10943.1,Vancouver,Canada,0,0,77.8,76.0,0,2,2,3231.86,1,130,Quarter-final,7.85,1368.18,462.12,0.3435,0
31722,42,Brazil,South America,Medium,8900,5415.1,Miami,USA,1,1,100.0,93.5,6,3,2,1606.98,1,230,Round of 32,12.96,637.56,507.54,0.8164,1
31723,40,China,Asia,Medium,12500,9432.7,Vancouver,Canada,0,1,98.1,85.6,2,3,4,2795.5,1,272,Semi-final,11.77,1041.0,615.43,0.6025,1
31724,46,India,Asia,Low,2400,13255.4,Vancouver,Canada,0,0,72.5,89.7,0,3,3,2822.41,1,92,Round of 32,6.93,537.63,4.9,0.022,0
31725,64,India,Asia,Low,2400,11501.9,Vancouver,Canada,0,0,50.6,29.8,4,3,0,2573.91,1,125,Final,8.72,1507.05,62.11,0.047,0
31726,38,China,Asia,Medium,12500,9946.6,Vancouver,Canada,0,0,61.8,52.3,2,0,1,2580.14,1,160,Round of 16,11.32,1126.47,177.03,0.1672,0
